'sample #','EEG Fp1','EEG Fp2','EEG F3','EEG F4','EEG F7','EEG F8','EEG T3','EEG T4','EEG C3','EEG C4','EEG T5','EEG T6','EEG P3','EEG P4','EEG O1','EEG O2','EEG Fz','EEG Cz','EEG Pz','EEG A2-A1','ECG ECG','EDF Annotations'
4710,-7193,2910,-4494,-9548,-16902,-6833,1373,-2154,-6239,-8207,1918,3769,3123,6812,4034,7713,-10104,206,3859,-6530,-21137,0
4711,-5879,3873,-3123,-7527,-15681,-6572,1052,-312,-4909,-5519,1832,4921,4314,9368,5773,10184,-8086,2946,6114,-5477,-21155,0
4712,-4574,4794,-1813,-5611,-14294,-6087,810,1305,-3739,-3019,1715,5805,5202,11429,7085,12383,-6194,5429,7843,-4399,-21155,0
4713,-3385,5585,-659,-3929,-12940,-5415,622,2523,-2829,-890,1598,6295,5791,12872,7965,14237,-4549,7420,9010,-3394,-21144,0
4714,-2400,6189,256,-2572,-11803,-4588,424,3215,-2269,732,1497,6307,6127,13643,8455,15692,-3231,8723,9649,-2537,-21126,0
4715,-1679,6589,870,-1590,-11010,-3637,132,3314,-2124,1761,1403,5812,6243,13754,8620,16715,-2284,9210,9833,-1873,-21104,0
4716,-1248,6807,1150,-996,-10611,-2600,-331,2818,-2426,2168,1289,4824,6178,13262,8530,17277,-1717,8835,9644,-1424,-21075,0
4717,-1097,6887,1091,-774,-10584,-1536,-1012,1783,-3163,1980,1112,3409,5951,12257,8237,17358,-1516,7643,9148,-1198,-21033,0
4718,-1195,6883,723,-887,-10846,-535,-1901,322,-4277,1266,832,1671,5568,10850,7773,16942,-1646,5763,8388,-1200,-20978,0
4719,-1484,6846,107,-1281,-11277,293,-2934,-1410,-5656,140,427,-251,5032,9154,7150,16026,-2061,3396,7394,-1433,-20909,0
4720,-1885,6827,-655,-1886,-11731,849,-3992,-3226,-7140,-1253,-92,-2186,4367,7295,6374,14625,-2693,787,6202,-1891,-20836,0
4721,-2302,6871,-1443,-2617,-12053,1073,-4913,-4932,-8540,-2746,-676,-3958,3627,5398,5452,12777,-3454,-1800,4876,-2554,-20771,0
4722,-2628,7023,-2125,-3375,-12095,966,-5532,-6350,-9661,-4165,-1241,-5411,2898,3585,4404,10544,-4240,-4119,3523,-3385,-20728,0
4723,-2771,7313,-2580,-4064,-11743,594,-5695,-7344,-10340,-5355,-1687,-6437,2283,1963,3256,8010,-4945,-5973,2284,-4332,-20717,0
4724,-2670,7746,-2731,-4609,-10951,66,-5306,-7846,-10483,-6196,-1919,-7000,1875,607,2035,5270,-5486,-7242,1312,-5339,-20747,0
4725,-2327,8283,-2556,-4972,-9761,-510,-4349,-7871,-10090,-6633,-1874,-7144,1729,-448,760,2419,-5821,-7899,732,-6364,-20817,0
4726,-1809,8841,-2103,-5165,-8310,-1056,-2893,-7512,-9254,-6677,-1544,-6988,1840,-1215,-566,-456,-5964,-8003,611,-7391,-20921,0
4727,-1239,9298,-1477,-5245,-6808,-1550,-1080,-6918,-8137,-6404,-976,-6696,2152,-1749,-1947,-3280,-5980,-7686,935,-8430,-21049,0
4728,-760,9531,-809,-5291,-5483,-2015,905,-6264,-6926,-5924,-263,-6439,2570,-2127,-3389,-5988,-5959,-7113,1612,-9504,-21183,0
4729,-496,9454,-227,-5370,-4527,-2485,2880,-5702,-5782,-5352,480,-6355,3002,-2426,-4886,-8519,-5978,-6445,2495,-10629,-21303,0
4730,-502,9052,185,-5509,-4042,-2969,4701,-5329,-4801,-4774,1141,-6517,3380,-2697,-6411,-10812,-6073,-5803,3422,-11792,-21391,0
4731,-756,8407,398,-5678,-4019,-3426,6289,-5166,-3999,-4228,1641,-6917,3683,-2957,-7911,-12800,-6220,-5251,4244,-12937,-21433,0
4732,-1149,7673,440,-5802,-4347,-3761,7624,-5167,-3329,-3711,1945,-7482,3919,-3192,-9318,-14417,-6343,-4789,4857,-13972,-21428,0
4733,-1542,7042,374,-5788,-4861,-3868,8724,-5245,-2713,-3200,2058,-8098,4112,-3370,-10561,-15604,-6347,-4387,5206,-14792,-21385,0
4734,-1802,6681,269,-5568,-5389,-3667,9611,-5316,-2089,-2686,2019,-8650,4276,-3465,-11581,-16325,-6163,-4013,5275,-15307,-21324,0
4735,-1862,6680,172,-5139,-5802,-3161,10285,-5329,-1441,-2203,1883,-9057,4395,-3472,-12342,-16579,-5783,-3665,5076,-15474,-21271,0
4736,-1730,7022,87,-4571,-6043,-2443,10711,-5291,-814,-1834,1704,-9290,4425,-3416,-12838,-16386,-5273,-3396,4632,-15309,-21250,0
4737,-1499,7593,-16,-3999,-6126,-1685,10832,-5256,-303,-1693,1526,-9371,4307,-3338,-13080,-15799,-4761,-3291,3971,-14880,-21276,0
4738,-1307,8217,-197,-3583,-6123,-1083,10602,-5304,-17,-1891,1380,-9349,3993,-3283,-13096,-14889,-4400,-3453,3126,-14284,-21356,0
4739,-1289,8710,-517,-3460,-6131,-799,10018,-5493,-52,-2484,1281,-9272,3467,-3279,-12916,-13723,-4322,-3956,2141,-13619,-21488,0
4740,-1538,8927,-1008,-3710,-6245,-912,9148,-5839,-446,-3452,1239,-9160,2751,-3327,-12568,-12367,-4600,-4815,1069,-12954,-21661,0
4741,-2080,8795,-1672,-4329,-6531,-1395,8132,-6292,-1178,-4689,1254,-8992,1900,-3406,-12076,-10882,-5231,-5965,-28,-12315,-21860,0
4742,-2871,8314,-2467,-5241,-7020,-2139,7155,-6750,-2169,-6024,1322,-8707,984,-3479,-11468,-9324,-6141,-7282,-1096,-11689,-22069,0
4743,-3814,7547,-3324,-6318,-7697,-2986,6400,-7087,-3299,-7265,1432,-8227,62,-3517,-10773,-7751,-7210,-8600,-2092,-11037,-22272,0
4744,-4793,6599,-4161,-7420,-8512,-3779,5989,-7189,-4445,-8247,1565,-7484,-829,-3509,-10024,-6225,-8307,-9766,-3000,-10317,-22455,0
4745,-5693,5591,-4903,-8422,-9396,-4399,5940,-6991,-5507,-8875,1694,-6453,-1681,-3470,-9259,-4804,-9313,-10669,-3830,-9503,-22606,0
4746,-6425,4649,-5502,-9234,-10275,-4782,6151,-6497,-6429,-9135,1781,-5170,-2507,-3436,-8508,-3540,-10146,-11256,-4606,-8598,-22720,0
4747,-6934,3890,-5937,-9811,-11086,-4914,6415,-5783,-7203,-9095,1788,-3732,-3330,-3451,-7796,-2462,-10759,-11537,-5353,-7637,-22799,0
4748,-7200,3410,-6218,-10139,-11790,-4812,6481,-4972,-7859,-8868,1678,-2287,-4166,-3544,-7135,-1576,-11138,-11554,-6080,-6680,-22850,0
4749,-7227,3276,-6371,-10222,-12374,-4499,6115,-4208,-8442,-8578,1424,-1001,-5009,-3723,-6522,-854,-11283,-11361,-6765,-5790,-22886,0
4750,-7037,3517,-6428,-10073,-12845,-3994,5169,-3611,-8994,-8315,1016,-24,-5832,-3959,-5950,-249,-11204,-10993,-7355,-5019,-22922,0
4751,-6661,4119,-6412,-9706,-13217,-3308,3616,-3253,-9530,-8117,461,545,-6589,-4190,-5403,310,-10906,-10453,-7772,-4395,-22967,0
4752,-6130,5027,-6329,-9132,-13493,-2454,1556,-3142,-10038,-7958,-215,678,-7223,-4334,-4866,895,-10397,-9715,-7931,-3918,-23022,0
4753,-5475,6152,-6172,-8372,-13657,-1463,-812,-3227,-10479,-7763,-975,420,-7679,-4308,-4323,1574,-9690,-8737,-7762,-3562,-23082,0
4754,-4725,7386,-5923,-7460,-13671,-397,-3242,-3419,-10801,-7441,-1779,-129,-7915,-4043,-3762,2399,-8807,-7472,-7225,-3291,-23136,0
4755,-3911,8617,-5563,-6444,-13485,649,-5490,-3622,-10949,-6909,-2584,-839,-7912,-3504,-3171,3403,-7791,-5901,-6318,-3076,-23170,0
4756,-3067,9740,-5085,-5387,-13058,1564,-7355,-3757,-10882,-6127,-3354,-1580,-7662,-2695,-2541,4592,-6698,-4035,-5077,-2902,-23171,0
4757,-2238,10668,-4500,-4360,-12383,2239,-8704,-3784,-10584,-5110,-4053,-2252,-7181,-1659,-1865,5940,-5598,-1939,-3568,-2774,-23132,0
4758,-1475,11343,-3847,-3433,-11508,2596,-9489,-3714,-10070,-3933,-4648,-2801,-6501,-469,-1150,7402,-4566,280,-1870,-2717,-23053,0
4759,-841,11731,-3189,-2672,-10545,2603,-9744,-3596,-9398,-2721,-5112,-3221,-5669,778,-409,8889,-3679,2462,-73,-2763,-22942,0
4760,-403,11830,-2610,-2134,-9661,2276,-9585,-3509,-8663,-1631,-5428,-3542,-4745,1984,328,10297,-3010,4419,1731,-2945,-22815,0
4761,-227,11661,-2207,-1868,-9052,1666,-9185,-3537,-7989,-821,-5598,-3815,-3800,3054,1017,11507,-2626,5959,3451,-3290,-22692,0
4762,-364,11264,-2068,-1911,-8898,844,-8750,-3747,-7510,-418,-5640,-4086,-2902,3911,1609,12405,-2579,6918,4998,-3813,-22595,0
4763,-838,10690,-2255,-2278,-9325,-118,-8470,-4168,-7340,-496,-5586,-4381,-2108,4509,2058,12899,-2895,7203,6296,-4516,-22545,0
4764,-1639,9992,-2781,-2955,-10367,-1149,-8469,-4780,-7534,-1050,-5462,-4694,-1442,4843,2332,12935,-3562,6814,7292,-5381,-22550,0
4765,-2706,9223,-3602,-3886,-11945,-2174,-8767,-5513,-8073,-1993,-5281,-4990,-893,4938,2425,12513,-4520,5851,7973,-6372,-22609,0
4766,-3934,8434,-4618,-4970,-13876,-3116,-9268,-6264,-8857,-3172,-5023,-5224,-408,4855,2355,11686,-5660,4498,8368,-7434,-22708,0
4767,-5185,7674,-5685,-6075,-15898,-3888,-9779,-6918,-9723,-4399,-4642,-5354,89,4670,2159,10531,-6836,2987,8540,-8499,-22824,0
4768,-6308,6990,-6645,-7060,-17714,-4412,-10069,-7372,-10487,-5488,-4080,-5362,675,4457,1884,9153,-7894,1546,8574,-9500,-22932,0
4769,-7168,6431,-7352,-7803,-19046,-4632,-9931,-7560,-10984,-6296,-3284,-5254,1410,4267,1577,7651,-8698,360,8552,-10378,-23012,0
4770,-7661,6039,-7706,-8230,-19679,-4533,-9239,-7459,-11103,-6748,-2231,-5054,2313,4127,1275,6107,-9165,-450,8530,-11101,-23055,0
4771,-7739,5849,-7662,-8323,-19501,-4149,-7970,-7090,-10801,-6842,-940,-4789,3367,4039,1006,4584,-9271,-838,8530,-11657,-23059,0
4772,-7408,5880,-7238,-8124,-18523,-3557,-6201,-6502,-10096,-6643,530,-4478,4520,3989,786,3127,-9059,-814,8541,-12064,-23033,0
4773,-6726,6126,-6500,-7717,-16869,-2852,-4059,-5767,-9046,-6257,2087,-4124,5704,3956,620,1765,-8614,-423,8534,-12354,-22991,0
4774,-5786,6557,-5546,-7202,-14757,-2126,-1692,-4961,-7721,-5802,3627,-3720,6855,3923,501,516,-8045,271,8477,-12568,-22944,0
4775,-4701,7115,-4478,-6672,-12459,-1448,777,-4162,-6187,-5391,5052,-3267,7914,3877,406,-608,-7454,1209,8354,-12746,-22899,0
4776,-3580,7724,-3384,-6199,-10247,-856,3254,-3444,-4494,-5103,6280,-2778,8841,3810,297,-1606,-6922,2328,8172,-12924,-22858,0
4777,-2519,8302,-2328,-5819,-8352,-365,5671,-2867,-2687,-4979,7256,-2289,9607,3712,125,-2487,-6495,3576,7958,-13128,-22818,0
4778,-1588,8767,-1342,-5543,-6924,19,7969,-2478,-810,-5024,7950,-1854,10195,3571,-154,-3266,-6191,4904,7751,-13375,-22774,0
4779,-831,9048,-436,-5365,-6023,288,10077,-2304,1077,-5207,8361,-1539,10591,3369,-575,-3963,-6004,6266,7585,-13682,-22720,0
4780,-271,9099,391,-5274,-5621,426,11916,-2357,2902,-5487,8508,-1410,10782,3082,-1150,-4599,-5921,7613,7473,-14061,-22652,0
4781,87,8896,1136,-5264,-5626,409,13401,-2641,4567,-5824,8424,-1543,10753,2682,-1868,-5198,-5928,8894,7397,-14529,-22574,0
4782,246,8447,1785,-5341,-5917,222,14462,-3156,5969,-6196,8151,-2001,10487,2140,-2705,-5783,-6022,10045,7306,-15101,-22496,0
4783,220,7794,2306,-5513,-6378,-130,15055,-3900,7005,-6601,7732,-2839,9972,1436,-3625,-6378,-6202,10997,7123,-15785,-22433,0
4784,32,7013,2664,-5782,-6914,-613,15173,-4853,7589,-7044,7206,-4075,9209,573,-4590,-6998,-6466,11679,6766,-16568,-22404,0
4785,-279,6206,2824,-6127,-7465,-1159,14847,-5961,7669,-7525,6613,-5663,8220,-413,-5556,-7639,-6794,12044,6179,-17404,-22425,0
4786,-662,5495,2775,-6505,-7998,-1682,14139,-7121,7242,-8013,5986,-7472,7057,-1439,-6471,-8267,-7147,12074,5346,-18207,-22503,0
4787,-1051,4994,2528,-6845,-8502,-2086,13137,-8178,6350,-8443,5362,-9282,5797,-2391,-7272,-8817,-7466,11803,4316,-18855,-22629,0
4788,-1389,4787,2119,-7073,-8967,-2293,11936,-8954,5090,-8727,4769,-10820,4528,-3135,-7888,-9194,-7682,11318,3184,-19211,-22781,0
4789,-1630,4908,1600,-7126,-9389,-2263,10632,-9289,3582,-8782,4230,-11813,3328,-3560,-8258,-9298,-7742,10735,2078,-19157,-22929,0
4790,-1765,5321,1019,-6980,-9756,-2013,9302,-9096,1956,-8565,3746,-12073,2243,-3611,-8349,-9044,-7622,10173,1115,-18630,-23038,0
4791,-1824,5928,415,-6659,-10058,-1618,7995,-8397,317,-8103,3296,-11548,1274,-3310,-8172,-8392,-7347,9724,369,-17648,-23079,0
4792,-1873,6580,-197,-6234,-10287,-1205,6729,-7335,-1262,-7492,2837,-10355,378,-2756,-7783,-7356,-6980,9429,-145,-16318,-23041,0
4793,-1995,7111,-817,-5803,-10438,-926,5499,-6142,-2747,-6884,2320,-8748,-508,-2106,-7275,-6002,-6613,9278,-476,-14817,-22929,0
4794,-2260,7379,-1444,-5461,-10503,-914,4294,-5081,-4129,-6437,1702,-7056,-1437,-1522,-6746,-4434,-6336,9221,-706,-13349,-22761,0
4795,-2702,7299,-2071,-5274,-10479,-1247,3119,-4372,-5400,-6272,971,-5596,-2425,-1138,-6276,-2766,-6206,9203,-921,-12099,-22571,0
4796,-3299,6869,-2670,-5259,-10357,-1910,2016,-4142,-6543,-6440,158,-4589,-3437,-1017,-5898,-1103,-6237,9185,-1177,-11188,-22390,0
4797,-3979,6168,-3201,-5384,-10139,-2794,1057,-4398,-7522,-6911,-668,-4126,-4390,-1149,-5600,477,-6393,9160,-1481,-10650,-22246,0
4798,-4637,5335,-3620,-5584,-9837,-3721,333,-5045,-8293,-7598,-1410,-4168,-5182,-1464,-5331,1917,-6606,9148,-1797,-10444,-22155,0
4799,-5174,4526,-3903,-5791,-9486,-4495,-84,-5928,-8828,-8387,-1973,-4590,-5724,-1866,-5028,3185,-6808,9175,-2067,-10478,-22119,0
4800,-5530,3867,-4059,-5957,-9146,-4964,-171,-6891,-9134,-9180,-2282,-5240,-5972,-2267,-4642,4244,-6954,9249,-2233,-10654,-22123,0
4801,-5711,3415,-4134,-6075,-8901,-5075,25,-7818,-9263,-9916,-2309,-5995,-5939,-2614,-4155,5055,-7045,9346,-2265,-10908,-22143,0
4802,-5789,3149,-4207,-6184,-8840,-4884,388,-8657,-9309,-10584,-2070,-6788,-5692,-2901,-3588,5571,-7130,9402,-2167,-11226,-22146,0
4803,-5879,2978,-4368,-6349,-9047,-4544,766,-9415,-9384,-11205,-1625,-7609,-5326,-3157,-2987,5742,-7285,9335,-1970,-11644,-22102,0
4804,-6106,2781,-4695,-6646,-9577,-4253,1006,-10132,-9594,-11812,-1052,-8478,-4935,-3432,-2412,5529,-7593,9064,-1720,-12227,-21993,0
4805,-6564,2443,-5232,-7132,-10445,-4190,993,-10848,-10010,-12426,-440,-9417,-4588,-3770,-1914,4913,-8115,8543,-1459,-13035,-21814,0
4806,-7294,1895,-5980,-7831,-11618,-4473,676,-11584,-10657,-13048,128,-10419,-4314,-4194,-1530,3909,-8870,7766,-1222,-14101,-21582,0
4807,-8273,1124,-6898,-8728,-13016,-5130,75,-12330,-11506,-13654,585,-11440,-4104,-4698,-1271,2561,-9835,6780,-1024,-15409,-21330,0
4808,-9426,174,-7909,-9769,-14519,-6106,-738,-13046,-12490,-14210,872,-12403,-3926,-5253,-1137,942,-10942,5666,-872,-16893,-21097,0
4809,-10639,-867,-8917,-10879,-15987,-7291,-1653,-13680,-13515,-14679,952,-13213,-3741,-5808,-1115,-851,-12103,4517,-769,-18448,-20921,0
4810,-11785,-1888,-9820,-11969,-17267,-8541,-2551,-14178,-14477,-15039,804,-13781,-3511,-6307,-1187,-2704,-13217,3422,-708,-19940,-20825,0
4811,-12739,-2762,-10529,-12949,-18218,-9709,-3318,-14501,-15280,-15285,439,-14031,-3207,-6694,-1329,-4488,-14190,2446,-674,-21223,-20810,0
4812,-13389,-3367,-10973,-13739,-18725,-10653,-3865,-14624,-15844,-15428,-101,-13917,-2813,-6921,-1504,-6061,-14942,1621,-637,-22151,-20853,0
4813,-13651,-3594,-11114,-14276,-18722,-11246,-4129,-14545,-16119,-15488,-740,-13428,-2323,-6957,-1666,-7284,-15415,940,-557,-22595,-20914,0
4814,-13488,-3375,-10957,-14526,-18202,-11395,-4084,-14281,-16100,-15492,-1387,-12593,-1750,-6786,-1761,-8034,-15586,366,-393,-22460,-20940,0
4815,-12918,-2701,-10547,-14489,-17226,-11055,-3748,-13869,-15824,-15466,-1953,-11484,-1136,-6420,-1751,-8234,-15469,-160,-128,-21707,-20878,0
4816,-12028,-1644,-9973,-14210,-15915,-10250,-3172,-13366,-15375,-15435,-2377,-10217,-555,-5905,-1631,-7875,-15121,-712,216,-20367,-20687,0
4817,-10959,-346,-9348,-13770,-14433,-9079,-2439,-12843,-14868,-15418,-2649,-8940,-115,-5318,-1443,-7037,-14635,-1353,567,-18546,-20339,0
4818,-9884,1001,-8792,-13271,-12951,-7705,-1644,-12372,-14420,-15424,-2801,-7813,68,-4756,-1277,-5878,-14123,-2122,814,-16418,-19831,0
4819,-8961,2208,-8398,-12811,-11612,-6314,-867,-12009,-14117,-15446,-2901,-6974,-102,-4318,-1249,-4607,-13683,-3019,832,-14192,-19181,0
4820,-8290,3139,-8208,-12452,-10500,-5066,-152,-11772,-13986,-15450,-3015,-6505,-662,-4076,-1467,-3443,-13373,-3987,533,-12072,-18430,0
4821,-7887,3744,-8201,-12194,-9618,-4046,511,-11630,-13977,-15375,-3181,-6408,-1564,-4053,-1990,-2563,-13188,-4919,-102,-10216,-17632,0
4822,-7677,4073,-8290,-11972,-8893,-3247,1180,-11498,-13971,-15135,-3385,-6592,-2670,-4213,-2805,-2066,-13051,-5669,-996,-8711,-16849,0
4823,-7522,4250,-8348,-11671,-8198,-2575,1948,-11263,-13806,-14643,-3561,-6902,-3776,-4468,-3824,-1965,-12833,-6090,-1989,-7564,-16139,0
4824,-7262,4427,-8240,-11160,-7388,-1897,2909,-10810,-13326,-13833,-3618,-7156,-4664,-4706,-4909,-2201,-12394,-6057,-2875,-6724,-15554,0
4825,-6766,4740,-7863,-10341,-6340,-1092,4123,-10066,-12425,-12692,-3466,-7203,-5158,-4827,-5916,-2673,-11625,-5514,-3465,-6115,-15130,0
4826,-5967,5272,-7170,-9179,-4983,-101,5591,-9030,-11083,-11273,-3059,-6969,-5168,-4778,-6734,-3279,-10486,-4491,-3638,-5670,-14886,0
4827,-4875,6044,-6185,-7725,-3320,1053,7243,-7782,-9376,-9694,-2410,-6476,-4715,-4565,-7318,-3943,-9024,-3101,-3379,-5352,-14824,0
4828,-3569,7018,-4995,-6100,-1428,2276,8948,-6467,-7455,-8115,-1597,-5838,-3919,-4258,-7686,-4622,-7361,-1518,-2774,-5160,-14931,0
4829,-2169,8113,-3720,-4472,558,3437,10544,-5263,-5509,-6703,-746,-5220,-2958,-3954,-7908,-5302,-5667,58,-1990,-5114,-15181,0
4830,-809,9226,-2488,-3009,2471,4410,11871,-4330,-3724,-5593,4,-4787,-2025,-3753,-8071,-5986,-4117,1446,-1211,-5232,-15537,0
4831,389,10241,-1402,-1846,4137,5107,12804,-3776,-2243,-4859,528,-4659,-1283,-3724,-8257,-6674,-2854,2514,-600,-5507,-15952,0
4832,1326,11042,-526,-1063,5409,5493,13266,-3634,-1146,-4506,738,-4878,-845,-3894,-8523,-7359,-1970,3191,-265,-5901,-16375,0
4833,1936,11525,110,-684,6189,5586,13232,-3869,-458,-4485,589,-5406,-771,-4250,-8903,-8029,-1496,3469,-250,-6343,-16758,0
4834,2185,11618,510,-684,6435,5442,12716,-4392,-159,-4720,77,-6142,-1079,-4758,-9414,-8673,-1418,3380,-553,-6747,-17059,0
4835,2072,11296,687,-1006,6172,5142,11751,-5092,-207,-5132,-772,-6952,-1762,-5381,-10062,-9283,-1686,2973,-1141,-7025,-17256,0
4836,1627,10597,658,-1576,5480,4780,10387,-5860,-553,-5660,-1906,-7699,-2792,-6086,-10847,-9851,-2227,2304,-1974,-7104,-17350,0
4837,914,9620,442,-2307,4481,4455,8685,-6602,-1147,-6263,-3254,-8267,-4126,-6848,-11747,-10360,-2954,1418,-3005,-6933,-17372,0
4838,29,8511,62,-3103,3316,4264,6729,-7248,-1936,-6913,-4723,-8579,-5685,-7635,-12718,-10782,-3770,356,-4171,-6491,-17371,0
4839,-921,7434,-447,-3868,2133,4288,4642,-7749,-2857,-7583,-6197,-8599,-7359,-8404,-13678,-11070,-4573,-838,-5389,-5790,-17411,0
4840,-1821,6538,-1036,-4512,1067,4572,2584,-8078,-3831,-8235,-7545,-8337,-9002,-9094,-14523,-11171,-5269,-2115,-6551,-4871,-17552,0
4841,-2569,5923,-1642,-4967,229,5111,744,-8229,-4772,-8824,-8635,-7846,-10454,-9639,-15141,-11039,-5786,-3412,-7528,-3814,-17839,0
4842,-3094,5631,-2195,-5201,-303,5844,-686,-8217,-5590,-9302,-9357,-7209,-11565,-9980,-15439,-10654,-6086,-4661,-8197,-2722,-18285,0
4843,-3365,5639,-2640,-5227,-489,6658,-1554,-8078,-6209,-9634,-9641,-6527,-12226,-10077,-15361,-10032,-6176,-5798,-8460,-1712,-18872,0
4844,-3397,5875,-2938,-5100,-332,7411,-1777,-7862,-6573,-9802,-9478,-5897,-12380,-9921,-14901,-9221,-6104,-6765,-8261,-894,-19553,0
4845,-3243,6235,-3083,-4904,124,7967,-1369,-7619,-6662,-9811,-8909,-5385,-12024,-9520,-14089,-8288,-5949,-7533,-7587,-352,-20268,0
4846,-2981,6607,-3098,-4733,794,8219,-429,-7388,-6486,-9681,-8015,-5016,-11201,-8891,-12975,-7289,-5799,-8102,-6465,-125,-20962,0
4847,-2703,6890,-3026,-4665,1575,8109,876,-7178,-6083,-9434,-6886,-4759,-9960,-8044,-11603,-6258,-5736,-8495,-4944,-207,-21598,0
4848,-2496,7010,-2923,-4757,2355,7636,2357,-6970,-5512,-9089,-5596,-4540,-8360,-6974,-10002,-5192,-5816,-8755,-3079,-547,-22163,0
4849,-2428,6918,-2844,-5031,3039,6838,3842,-6719,-4841,-8655,-4190,-4259,-6452,-5664,-8188,-4056,-6067,-8930,-930,-1069,-22666,0
4850,-2544,6600,-2839,-5486,3558,5783,5202,-6371,-4142,-8139,-2683,-3814,-4286,-4106,-6176,-2804,-6495,-9064,1429,-1683,-23127,0
4851,-2866,6067,-2943,-6105,3870,4547,6359,-5882,-3486,-7558,-1079,-3131,-1933,-2311,-4004,-1402,-7086,-9189,3910,-2301,-23555,0
4852,-3397,5350,-3184,-6864,3950,3210,7278,-5240,-2940,-6951,600,-2178,508,-331,-1749,152,-7814,-9326,6392,-2852,-23945,0
4853,-4122,4492,-3575,-7739,3786,1840,7945,-4469,-2564,-6382,2300,-973,2902,1732,471,1812,-8656,-9493,8721,-3284,-24272,0
4854,-5020,3541,-4120,-8707,3364,499,8351,-3639,-2414,-5936,3923,416,5085,3736,2502,3485,-9584,-9711,10720,-3569,-24504,0
4855,-6057,2543,-4809,-9746,2687,-764,8491,-2851,-2531,-5709,5345,1874,6888,5509,4180,5035,-10579,-10012,12216,-3711,-24615,0
4856,-7191,1534,-5615,-10834,1782,-1918,8364,-2225,-2935,-5787,6436,3255,8160,6871,5359,6308,-11620,-10439,13062,-3742,-24595,0
4857,-8371,540,-6492,-11945,723,-2947,7993,-1875,-3617,-6223,7095,4400,8797,7666,5932,7161,-12689,-11037,13168,-3714,-24459,0
4858,-9531,-419,-7378,-13044,-366,-3849,7437,-1886,-4536,-7027,7265,5163,8747,7789,5849,7472,-13763,-11842,12516,-3684,-24235,0
4859,-10604,-1323,-8200,-14091,-1332,-4628,6782,-2287,-5616,-8148,6944,5441,8025,7212,5123,7174,-14808,-12868,11167,-3692,-23949,0
4860,-11519,-2142,-8891,-15030,-2024,-5285,6132,-3043,-6760,-9480,6177,5199,6699,5990,3826,6272,-15776,-14092,9253,-3741,-23614,0
4861,-12210,-2828,-9398,-15798,-2337,-5799,5581,-4050,-7862,-10869,5042,4484,4882,4265,2072,4837,-16599,-15456,6954,-3790,-23224,0
4862,-12626,-3310,-9690,-16322,-2240,-6135,5189,-5148,-8824,-12132,3633,3418,2712,2244,7,3007,-17200,-16857,4474,-3767,-22757,0
4863,-12731,-3509,-9765,-16537,-1774,-6243,4975,-6154,-9567,-13082,2057,2166,344,165,-2204,961,-17498,-18164,2018,-3586,-22182,0
4864,-12506,-3349,-9636,-16388,-1032,-6075,4928,-6894,-10031,-13558,430,896,-2057,-1736,-4405,-1111,-17425,-19222,-228,-3181,-21469,0
4865,-11944,-2779,-9321,-15847,-107,-5600,5030,-7242,-10169,-13449,-1120,-259,-4326,-3266,-6444,-3030,-16939,-19867,-2103,-2528,-20580,0
4866,-11056,-1793,-8828,-14916,939,-4819,5281,-7143,-9938,-12723,-2455,-1228,-6304,-4293,-8192,-4654,-16034,-19943,-3479,-1645,-19463,0
4867,-9860,-432,-8156,-13629,2107,-3767,5718,-6625,-9292,-11428,-3444,-2005,-7847,-4765,-9549,-5892,-14744,-19330,-4263,-584,-18029,0
4868,-8389,1222,-7291,-12051,3429,-2499,6407,-5788,-8190,-9694,-3984,-2637,-8845,-4705,-10454,-6706,-13135,-17964,-4409,594,-16154,0
4869,-6691,3063,-6230,-10265,4949,-1084,7414,-4784,-6617,-7713,-4026,-3190,-9246,-4201,-10888,-7107,-11300,-15866,-3929,1845,-13689,0
4870,-4827,4979,-4987,-8368,6673,416,8776,-3787,-4601,-5706,-3599,-3734,-9070,-3396,-10885,-7152,-9345,-13153,-2905,3156,-10500,0
4871,-2876,6871,-3606,-6457,8544,1955,10460,-2959,-2236,-3889,-2808,-4324,-8421,-2466,-10524,-6928,-7377,-10035,-1495,4539,-6506,0
4872,-922,8664,-2157,-4619,10444,3499,12359,-2428,316,-2433,-1826,-4994,-7469,-1591,-9917,-6546,-5489,-6786,85,6020,-1733,0
4873,953,10306,-721,-2921,12227,5025,14300,-2262,2854,-1434,-855,-5761,-6426,-926,-9197,-6115,-3754,-3696,1594,7618,3666,0
4874,2687,11773,626,-1406,13762,6512,16083,-2463,5168,-904,-89,-6621,-5502,-572,-8486,-5727,-2217,-1022,2813,9330,9416,0
4875,4241,13062,1843,-84,14967,7932,17516,-2964,7084,-769,324,-7548,-4862,-557,-7880,-5437,-887,1076,3587,11124,15150,0
4876,5606,14182,2913,1060,15831,9253,18455,-3647,8501,-896,299,-8491,-4599,-824,-7436,-5254,251,2545,3863,12941,20461,0
4877,6787,15153,3848,2053,16392,10438,18817,-4367,9390,-1131,-173,-9372,-4730,-1259,-7172,-5148,1232,3440,3674,14699,24954,0
4878,7795,15996,4665,2920,16711,11454,18577,-4978,9783,-1334,-1047,-10096,-5202,-1719,-7080,-5063,2085,3890,3129,16302,28288,0
4879,8623,16719,5364,3669,16842,12270,17757,-5370,9743,-1420,-2233,-10569,-5925,-2080,-7138,-4947,2822,4048,2359,17638,30199,0
